question,question_type,winner,strategy,expected_abstain,predicted_abstain,abstain_correct,answer,context,stale_warning,retrieval_time_sec,inference_time_sec,overall_response_time_sec
What is Chelsea FC known for in club football?,club,bm25_semantic,semantic,False,False,True,"Chelsea FC is known for being one of the most successful clubs in English football history, having won numerous domestic and international titles, including six top-flight league titles, eight FA Cups, and two UEFA Champions Leagues.","Chelsea Football Club is an English professional football club based in Fulham, West London, England. They compete in the Premier League, the top tier of English football, and are one of the most successful clubs in English football history. In domestic football, Chelsea have won six top-flight league titles, eight FA Cups, five League Cups, four FA Community Shields and two Full Members' Cups. In international football, they have won two UEFA Champions Leagues, two UEFA Europa Leagues, two UEFA Cup Winners' Cups, two UEFA Super Cups, two FIFA Club World Cups and one UEFA Conference League.

Chelsea is among the most widely supported football clubs in the world. It has the sixth-highest average attendance in the history of English football, and regularly attract over 40,000 fans to Stamford Bridge; they were the ninth best-supported Premier League team in the 2023–24 season, with an average gate of 39,700. Chelsea's traditional fanbase comes from all over the Greater London area, including working-class parts such as Hammersmith and Battersea, wealthier areas like Chelsea and Kensington, and from the home counties. There are numerous official supporters clubs in the United Kingdom and all over the world.

Chelsea had a reputation for signing star players and attracted large crowds. The club had the highest average attendance in English football in ten separate seasons including 1907–08, 1909–10, 1911–12, 1912–13, 1913–14 and 1919–20. They were FA Cup semi-finalists in 1920 and 1932 and remained in the First Division throughout the 1930s, but success eluded the club in the inter-war years.

The club was founded in 1905 and named after neighbouring area Chelsea and play their home games at Stamford Bridge. Chelsea won their first major domestic trophy, the First Division championship, in 1955. They won their first Premier League title in the 2004–05 season. Chelsea won their first European trophy in 1971, lifting the Cup Winners' Cup, which they won again in 1998. They went on to win their first UEFA Champions League title in 2012 and repeated the feat in 2021. Chelsea have won the UEFA Europa League twice, in 2013 and 2019. After winning the UEFA Conference League in 2025, Chelsea became the first club to win all four main UEFA competitions, as well as all UEFA Men's competitions. They also won the FIFA Club World Cup in 2021 and 2025, the latter being the contest's first iteration with 32 teams.",True,0.04879895299995951,0.12531933700006448,0.174118290000024
What is Chelsea FC known for in club football?,club,hybrid_fixed,fixed,False,False,True,"Chelsea FC is known for being one of the most successful clubs in English football history, having won numerous domestic and international titles.","Chelsea Football Club is an English professional football club based in Fulham, West London, England. They compete in the Premier League, the top tier of English football, and are one of the most successful clubs in English football history. In domestic football, Chelsea have won six top-flight league titles, eight FA Cups, five League Cups, four FA Community Shields and two Full Members' Cups. In international football, they have won two UEFA Champions Leagues, two UEFA Europa Leagues, two UEFA Cup Winners' Cups, two UEFA Super Cups, two FIFA Club World Cups and one UEFA Conference League.

In 1930, Chelsea featured in one of the earliest football films, The Great Game. One-time Chelsea centre forward, Jack Cock, who by then was playing for Millwall, was the star of the film and several scenes were shot at Stamford Bridge, including on the pitch, the boardroom, and the dressing rooms. It included guest appearances by then-Chelsea players Andrew Wilson, George Mills, and Sam Millington. Owing to the notoriety of the Chelsea Headhunters, a football firm associated with the club, Chelsea have featured in films about football hooliganism, including 2004's The Football Factory. Chelsea appeared in the Hindi film Jhoom Barabar Jhoom. In April 2011, Montenegrin comedy series Nijesmo mi od juče made an episode in which Chelsea played against FK Sutjeska Nikšić for qualification of the UEFA Champions League.

Manchester City's officially recognised supporters club is the Manchester City F.C. Supporters Club (1949), formed by a merger of two existing organisations in 2010: the Official Supporters Club (OSC) and the Centenary Supporters Association (CSA). City fans' song of choice is a rendition of ""Blue Moon"", which despite its melancholic theme is belted out with gusto as though it were a heroic anthem. City supporters tend to believe that unpredictability is an inherent trait of their team, and label unexpected results ""typical City"". Events that fans regard as ""typical City"" include the club being the only reigning English champions ever to be relegated (in 1938), the only team to score and concede over 100 goals in the same season , or the more recent example where Manchester City were the only team to beat Chelsea in the latter's record-breaking 2004–05 Premier League season, yet in the same season City were knocked out of the FA Cup by Oldham Athletic, a team two divisions lower.",True,0.7228542450000077,4.185823313000014,4.908677558000022
How many UEFA Champions League titles has Real Madrid won?,club,bm25_semantic,semantic,True,False,False,Real Madrid has won a record 15 European Cup/UEFA Champions League titles.,"Real Madrid has the highest number of participations in the European Cup/UEFA Champions League (55), a tournament in which they hold the records for most wins, draws and goals scored. Real Madrid is the only club to have won three consecutive titles in the European Cup/UEFA Champions League twice, achieving this in 1956-58 and 2016-18, and is the only club to win La Décima. In 2024, they won a record-extending 15th Champions League title (the sixth in eleven seasons), recognized as such by Guinness World Records. Real Madrid is the first club across all Europe's top-five leagues to win 100 trophies in all competitions. As of September 2025, Real Madrid are ranked 1st in UEFA club rankings, and first over 2013–23 coefficient. Real Madrid's origins go back to when football was introduced to Madrid by the academics and students of the Institución Libre de Enseñanza, which included several Cambridge and Oxford University graduates.

The Madrid anthem is the ""Hala Madrid y nada más"". Real Madrid is one of the most successful football clubs in the world and the most decorated club in Europe. In domestic football, the club has won 71 trophies; a record 36 La Liga titles, 20 Copa del Rey, 13 Supercopa de España, a Copa Eva Duarte and a Copa de la Liga. In International football, Real Madrid have won a record 35 trophies: a record 15 European Cup/UEFA Champions League titles, a record six UEFA Super Cups, two UEFA Cups, a joint-record two Latin Cups, a record one Iberoamerican Cup, and a record nine world championships. Madrid has been ranked joint first a record number of times in the IFFHS Club World Ranking. In UEFA's club ranking, Madrid ranks first in the all-time club ranking.",False,0.050183534999973745,7.205304579999961,7.255488114999935
How many UEFA Champions League titles has Real Madrid won?,club,hybrid_fixed,fixed,True,False,False,Real Madrid has won a record 15 UEFA Champions League titles.,"Real Madrid is one of the most successful football clubs in the world and the most decorated club in Europe. In domestic football, the club has won 71 trophies; a record 36 La Liga titles, 20 Copa del Rey, 13 Supercopa de España, a Copa Eva Duarte and a Copa de la Liga. In International football, Real Madrid have won a record 35 trophies: a record 15 European Cup/UEFA Champions League titles, a record six UEFA Super Cups, two UEFA Cups, a joint-record two Latin Cups, a record one Iberoamerican Cup, and a record nine world championships. Madrid has been ranked joint first a record number of times in the IFFHS Club World Ranking. In UEFA's club ranking, Madrid ranks first in the all-time club ranking.

During the 2005–06 European season, La Liga became the first league to have its clubs win both the Champions League and UEFA Cup since 1997, as Barcelona won the UEFA Champions League and Sevilla won the UEFA Cup. This feat was repeated four times in five seasons: during the 2013–14 season Real Madrid won their tenth Champions League title and Sevilla won their third Europa League, during the 2014–15 season Barcelona won their fifth Champions League title and Sevilla won their fourth Europa League, during the 2015–16 season Real Madrid won their eleventh Champions League title and Sevilla won their fifth Europa League (becoming the first team to win the title three times in a row), and during the 2017–18 season Real Madrid won their thirteenth Champions League title and Atlético Madrid won their third Europa League.

Real Madrid and Bayern Munich are two of the most successful clubs in the UEFA Champions League/European Cup competition, with Real winning 15 times and Bayern winning six times. Although they have never met in a final, Real Madrid versus Bayern is the match that has historically been played most often in the Champions League/European Cup with 26 matches (twelve wins for Madrid, eleven wins for Bayern, with three draws), with several controversial incidents occurring due to the great importance of most of their meetings. Real Madrid supporters often refer to Bayern as the ""Bestia negra"" (""Black Beast"").
During the 2010s, the two teams met in the 2011–12 Champions League semi-finals, which ended 3–3 on aggregate , then at the same stage in the 2013–14 edition with Real Madrid winning 5–0 on aggregate, and again in 2017–18 with the Spanish club progressing 4–3; both times they went on to win the competition.",False,0.7569451780000236,3.1272279250000565,3.88417310300008
What type of tournament is FA Cup?,competition,bm25_semantic,semantic,False,False,True,The FA Cup is a knockout tournament.,"The Football Association Challenge Cup, more commonly known as the FA Cup, is an annual knockout football competition in domestic English football. First played during the 1871–72 season, it is the oldest national football competition in the world. It is organised by and named after the Football Association (the FA). A concurrent Women's FA Cup has been held since 1970.

The English Football League Cup, often referred to as the League Cup and officially known as the Carabao Cup for sponsorship reasons, is an annual knockout competition in men's domestic football in England. Organised by the English Football League (EFL), it is open to any club within the top four levels of the English football league system (92 clubs in total) comprising the top-level Premier League, and the three divisions of the English Football League's own league competition (Championship, League One and League Two). First held in 1960–61 as the Football League Cup, it is one of two major domestic knockout trophies in English football, alongside the FA Cup, and one of the three top-tier domestic football competitions in England, alongside the Premier League and FA Cup.

With the renaming of the Football League as the English Football League in 2016, the tournament was rebranded as the EFL Cup from the 2016–17 season onwards. The tournament is played over seven rounds, with single-leg ties throughout, except for the semi-finals, which have home and away legs. The final is held at Wembley Stadium, the only leg in the competition played at a neutral venue and on a weekend (Sunday). The first two rounds are split into North and South sections, and a system of byes based on league level ensures higher-ranked teams enter in later rounds and defers the entry of teams still involved in Europe.",False,0.05334906799998862,4.185064324999985,4.238413392999973
What type of tournament is FA Cup?,competition,hybrid_fixed,fixed,False,False,True,The FA Cup is a knockout tournament.,"The Football Association Challenge Cup, more commonly known as the FA Cup, is an annual knockout football competition in domestic English football. First played during the 1871–72 season, it is the oldest national football competition in the world. It is organised by and named after the Football Association (the FA). A concurrent Women's FA Cup has been held since 1970.
The competition is open to all eligible clubs down to level 9 of the English football league system, with level 10 clubs acting as stand-ins in the event of non-entries from above. A record 763 clubs competed in 2011–12. The tournament consists of 12 randomly drawn rounds followed by the semi-finals and the final. Entrants are not seeded, although a system of byes based on league level ensures higher ranked teams enter in later rounds – the minimum number of games needed to win, depending on which round a team enters the competition, ranges from six to fourteen.

FIFA also organises international tournaments for youth football (FIFA U-20 World Cup, FIFA U-17 World Cup, FIFA U-20 Women's World Cup, FIFA U-17 Women's World Cup), club football (FIFA Club World Cup, FIFA Women's Club World Cup (starting in 2028), FIFA Intercontinental Cup, FIFA Women's Champions Cup), and football variants such as futsal (FIFA Futsal World Cup, FIFA Futsal Women's World Cup) and beach soccer (FIFA Beach Soccer World Cup), the latter not having a women's version.
The FIFA U-20 Women's World Cup is held biannually, including the year before each Women's World Cup. Both tournaments were awarded in a single bidding process on three occasions, with the U-20 tournament serving as a dress rehearsal for the larger competition each time (2010, 2014 and 2018).

The FA Cup Final is one of 10 events reserved for live broadcast on UK terrestrial television under the Ofcom Code on Sports and Other Listed and Designated Events.",False,0.7224982620000446,6.426207980999948,7.148706242999992
Which club has more Champions League titles — AC Milan or Liverpool?,club,bm25_semantic,semantic,True,False,False,AC Milan has won seven European Cup/Champions League titles.,"Associazione Calcio Milan , commonly referred to as Milan or AC Milan mainly outside of Italy, is an Italian professional football club based in Milan, Lombardy. Founded in 1899, the club competes in the Serie A, the top tier of Italian football. In its early history, Milan played its home games in different grounds around the city before moving to its current stadium, the San Siro, in 1926. The stadium, which was built by Milan's second chairman, Piero Pirelli, and has been shared with Inter Milan since 1947, is the largest in Italian football, with a total capacity of 75,817. The club has a long-standing rivalry with Inter, with whom they contest the Derby della Madonnina, one of the most followed derbies in football.

In international competitions, Milan is Italy's most successful club. The club has won seven European Cup/Champions League titles, making them the competition's second-most successful team behind Real Madrid, and further honours include five UEFA Super Cups, two UEFA Cup Winners' Cups, a joint record two Latin Cups, a joint record three Intercontinental Cups and one FIFA Club World Cup. Milan is one of the wealthiest clubs in Italian and world football.

Liverpool Football Club is a professional football club based in Liverpool, England. The club competes in the Premier League, the top tier of English football. Founded in 1892, the club joined the Football League the following year and has played its home games at Anfield since its formation. Liverpool is one of the most valuable and widely supported clubs in the world. Domestically, the club has won a joint-record twenty league titles, eight FA Cups, a record ten League Cups and sixteen FA Community Shields. In international competitions, the club has won six European Cups, three UEFA Cups, four UEFA Super Cups—all English records—and one FIFA Club World Cup.",False,0.050916354000037245,3.1574586400000726,3.20837499400011
Which club has more Champions League titles — AC Milan or Liverpool?,club,hybrid_fixed,fixed,True,False,False,AC Milan has more Champions League titles than Liverpool.,"Milan is one of the most successful football clubs in the world in terms of total trophies won. Domestically, Milan has won 19 league titles, 5 Coppa Italia titles and 8 Supercoppa Italiana titles. In international competitions, Milan is Italy's most successful club. The club has won seven European Cup/Champions League titles, making them the competition's second-most successful team behind Real Madrid, and further honours include five UEFA Super Cups, two UEFA Cup Winners' Cups, a joint record two Latin Cups, a joint record three Intercontinental Cups and one FIFA Club World Cup.
Milan is one of the wealthiest clubs in Italian and world football. It was a founding member of the now-defunct G-14 group of Europe's leading football clubs as well as its replacement, the European Club Association.

Houllier was replaced by Rafael Benítez in June 2004. Despite finishing fifth in Benítez's first season, Liverpool won the 2004–05 UEFA Champions League, beating AC Milan 3–2 in a penalty shootout after the match ended with a score of 3–3. The following season, Liverpool finished third in the Premier League and won the FA Cup, beating West Ham United in a penalty shootout after the match finished 3–3. American businessmen George Gillett and Tom Hicks became the owners of the club during the 2006–07 season, in a deal which valued the club and its outstanding debts at £218.9 million. The club reached the 2007 UEFA Champions League final against Milan, as it had in 2005, but lost 2–1. During the 2008–09 season Liverpool achieved 86 points, its then-highest Premier League points total, prior to the record-breaking 2018–19 season, and finished as runners up to Manchester United.",False,0.7566442280000274,5.1760030839999445,5.932647311999972
Give a brief overview of FIFA in football.,general,bm25_semantic,semantic,False,False,True,FIFA is a sports governing body that organizes soccer events all over the world.,"The history of association football, more commonly known as football or soccer, stretches back to at least medieval times. FIFA cites Cuju in ancient China as the earliest form of a kicking game for which there is scientific evidence, a military manual from the Han dynasty, and it closely resembles modern association football. Similar games were played in ancient Japan, Greece, and Rome.

The Fédération Internationale de Football Association is an international self-regulatory governing body of association football, beach football, and futsal. It was founded on 21 May 1904 to oversee international competition among the national associations of Belgium, Denmark, France, Germany, the Netherlands, Spain, Sweden, and Switzerland. Headquartered in Zurich, Switzerland, its membership now comprises 211 national associations. These national associations must also be members of one of the six regional confederations: CAF (Africa), AFC (Asia), UEFA (Europe), CONCACAF (North & Central America and the Caribbean), OFC (Oceania), and CONMEBOL (South America). FIFA is a sports governing body that organizes soccer events all over the world. FIFA outlines several objectives in its organisational statutes, including growing soccer internationally, ensuring it is accessible to everyone, and advocating for integrity and fair play.

The FIFA World Cup, often called the World Cup, is an international association football competition among the senior men's national teams of the members of the Fédération Internationale de Football Association (FIFA), the sport's global governing body. The tournament has been held every four years since the inaugural tournament in 1930, with the exception of 1942 and 1946 due to the Second World War.

Association football culture
Association football tactics and skills
FIFA (video game series)
List of association football clubs
List of association football competitions
List of association football stadiums by country
List of women's national association football teams
List of top association football goal scorers
List of women's association football clubs
Lists of men's association football players
FIFA Congress

Paul Darby, Africa, Football and Fifa: Politics, Colonialism and Resistance (Sport in the Global Society), Frank Cass Publishers 2002, ISBN 0-7146-8029-X. John Sugden, FIFA and the Contest For World Football, Polity Press 1998, ISBN 0-7456-1661-5.",False,0.05255895300001612,6.209748496000088,6.2623074490001045
Give a brief overview of FIFA in football.,general,hybrid_fixed,fixed,False,False,True,FIFA is a sports governing body that organizes soccer events all over the world.,"FIFA is a sports governing body that organizes soccer events all over the world. FIFA outlines several objectives in its organisational statutes, including growing soccer internationally, ensuring it is accessible to everyone, and advocating for integrity and fair play. It is responsible for organising and promoting soccer's major international tournaments, notably the World Cup which began in 1930, and the Women's World Cup which commenced in 1991. Although FIFA does not solely set the laws of the game, that being the responsibility of the International Football Association Board of which FIFA is a member, it applies and enforces the rules across all FIFA competitions. All FIFA tournaments generate revenue from sponsorships; in 2022, FIFA had revenues of over US$5.8 billion, ending the 2019–2022 cycle with a net positive of $1.2 billion, and cash reserves of over $3.9 billion.

The history of association football, more commonly known as football or soccer, stretches back to at least medieval times. FIFA cites Cuju in ancient China as the earliest form of a kicking game for which there is scientific evidence, a military manual from the Han dynasty, and it closely resembles modern association football. Similar games were played in ancient Japan, Greece, and Rome. The first written evidence of a football match came in England in about 1170.

Association football culture
Association football tactics and skills
FIFA (video game series)
List of association football clubs
List of association football competitions
List of association football stadiums by country
List of women's national association football teams
List of top association football goal scorers
List of women's association football clubs
Lists of men's association football players
FIFA Congress

Paul Darby, Africa, Football and Fifa: Politics, Colonialism and Resistance (Sport in the Global Society), Frank Cass Publishers 2002, ISBN 0-7146-8029-X.
John Sugden, FIFA and the Contest For World Football, Polity Press 1998, ISBN 0-7456-1661-5.
Jim Trecker, Charles Miers, J. Brett Whitesell, ed., Women's Soccer: The Game and the Fifa World Cup, Universe 2000, Revised Edition, ISBN 0-7893-0527-5.

Official website 
FIFA Museum website
""FIFA"". Internal Revenue Service filings. ProPublica Nonprofit Explorer.",False,0.7667758500000446,4.354543492999937,5.121319342999982
